date ,year,region,site,treatment,block,species,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8
7/19/2022,2022,toolik,MAT06,F0.5,1,EV. LITTER,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F0.5,1,CAR BIG,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F0.5,1,GRASS ex.,2.5,<1,2.5,0,<1,0,<1,1
7/19/2022,2022,toolik,MAT06,F0.5,1,BET NAN,15,9.5,21.5,22,21,30,20,22
7/19/2022,2022,toolik,MAT06,F0.5,1,DEAD BET,<1,1,1,2.5,0,2,1.5,<1
7/19/2022,2022,toolik,MAT06,F0.5,1,SAL PUL,2.5,0,3,1,3,3.5,<1,2
7/19/2022,2022,toolik,MAT06,F0.5,1,SAL RET,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F0.5,1,ARC ALP,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F0.5,1,VAC ULI,5,<1,1.5,<1,<1,0,0,<1
7/19/2022,2022,toolik,MAT06,F0.5,1,RUB CHA,2,12.5,14,13,14,7,10,11
7/19/2022,2022,toolik,MAT06,F0.5,1,PET FRI,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F0.5,1,POL BIS,0,0,0,0,0,<1,1,0
7/19/2022,2022,toolik,MAT06,F0.5,1,LED PAL,21,16,20.5,30,23,14,15,12
7/19/2022,2022,toolik,MAT06,F0.5,1,CAS TET,0,<1,0,0,0,0,0,1.5
7/19/2022,2022,toolik,MAT06,F0.5,1,VAC VIT,6,6,9.5,9.5,4,6,14,7
7/19/2022,2022,toolik,MAT06,F0.5,1,EMP NIG,0,0,<1,0,<1,4.5,2.5,2.5
7/19/2022,2022,toolik,MAT06,F0.5,1,PED LAP,0,1.5,<1,0,<1,<1,<1,<1
7/19/2022,2022,toolik,MAT06,F0.5,1,AND POL,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F0.5,1,DEAD EV.,1,1,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F0.5,1,MOSS,5,9,6,9,2,9,4,8
7/19/2022,2022,toolik,MAT06,F0.5,1,LICHEN,2,3,<1,2,3,2,1.5,1
7/19/2022,2022,toolik,MAT06,F0.5,1,LITTER,15,25.5,9,11,13.5,6,5,7.5
7/19/2022,2022,toolik,MAT06,F0.5,1,FR BOIL,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F0.5,1,BARE GR.,0,0,0,0,<1,0,0,0
7/19/2022,2022,toolik,MAT06,F0.5,1,HOLES,5,3,0,5,3,3,0,2
7/19/2022,2022,toolik,MAT06,F0.5,1,TRAILS,1,1,2,4,2,0,0,0
7/19/2022,2022,toolik,MAT06,F0.5,1,% LITTER,5,2,0,3,0,0,0,0
drop,,,,,,,,,,,,,,
7/19/2022,2022,toolik,MAT06,F1,1,ERI VAG,4.5,7.5,4,4,4,20,12,14
7/19/2022,2022,toolik,MAT06,F1,1,EV. LITTER,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F1,1,CAR BIG,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F1,1,GRASS ex.,2,<1,1,2,1,3,3,<1
7/19/2022,2022,toolik,MAT06,F1,1,BET NAN,7,2,5,7,5,5.5,13.5,10
7/19/2022,2022,toolik,MAT06,F1,1,DEAD BET,1,<1,1,0,<1,0,<1,<1
7/19/2022,2022,toolik,MAT06,F1,1,SAL PUL,3,1,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F1,1,SAL RET,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F1,1,ARC ALP,0,0,5,10.5,0,0,5,2
7/19/2022,2022,toolik,MAT06,F1,1,VAC ULI,0,<1,2,0,0,0,3,3
7/19/2022,2022,toolik,MAT06,F1,1,RUB CHA,2,5,4,2,5.5,5,2.5,3
7/19/2022,2022,toolik,MAT06,F1,1,PET FRI,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F1,1,POL BIS,1.5,<1,<1,1,<1,1,0,0
7/19/2022,2022,toolik,MAT06,F1,1,LED PAL,7,5.5,4,22,11,11.5,7,6.5
7/19/2022,2022,toolik,MAT06,F1,1,CAS TET,0,0,0,0,2,0,<1,0
7/19/2022,2022,toolik,MAT06,F1,1,VAC VIT,9,9,17,8,9,6,9,9.5
7/19/2022,2022,toolik,MAT06,F1,1,EMP NIG,0,<1,1,0,2,1,2,3.5
7/19/2022,2022,toolik,MAT06,F1,1,PED LAP,<1,0,1,<1,0,<1,0,0
7/19/2022,2022,toolik,MAT06,F1,1,AND POL,0,<1,2.5,<1,0,<1,0,0
7/19/2022,2022,toolik,MAT06,F1,1,DEAD EV.,0,0,1,4,1,4.5,<1,0
7/19/2022,2022,toolik,MAT06,F1,1,MOSS,10,15,33,6,13.5,12,22,9
7/19/2022,2022,toolik,MAT06,F1,1,LICHEN,5,6,6,13,15,9,7,1.5
7/19/2022,2022,toolik,MAT06,F1,1,LITTER,10,7.5,8,8,8,19,18,22
7/19/2022,2022,toolik,MAT06,F1,1,FR BOIL,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F1,1,BARE GR.,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F1,1,HOLES,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F1,1,TRAILS,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F1,1,% LITTER,0,<1,3,0,4,3,0,1
drop,,,,,,,,,,,,,,
7/19/2022,2022,toolik,MAT06,F2,1,ERI VAG,2,3,1,1,3,2,2,3
7/19/2022,2022,toolik,MAT06,F2,1,EV. LITTER,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F2,1,CAR BIG,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F2,1,GRASS ex.,8.9,4,6,1,2,2,1,7
7/19/2022,2022,toolik,MAT06,F2,1,BET NAN,13,17,7,10,6,10,9,14
7/19/2022,2022,toolik,MAT06,F2,1,DEAD BET,0,2,<1,0,0,<1,<1,<1
7/19/2022,2022,toolik,MAT06,F2,1,SAL PUL,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F2,1,SAL RET,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F2,1,ARC ALP,0,0,0,3,2,4,2,0
7/19/2022,2022,toolik,MAT06,F2,1,VAC ULI,0,0,0,0,0,1,0,0
7/19/2022,2022,toolik,MAT06,F2,1,RUB CHA,10,15,9,15,20,8,7,9.5
7/19/2022,2022,toolik,MAT06,F2,1,PET FRI,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F2,1,POL BIS,2,2.5,2,<1,3,3,1,1
7/19/2022,2022,toolik,MAT06,F2,1,LED PAL,14,21,9,19,31,26,16.5,20
7/19/2022,2022,toolik,MAT06,F2,1,CAS TET,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F2,1,VAC VIT,3,4,10,2.5,2,4.5,6,7
7/19/2022,2022,toolik,MAT06,F2,1,EMP NIG,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F2,1,PED LAP,<1,<1,0,0,1,<1,0,0
7/19/2022,2022,toolik,MAT06,F2,1,AND POL,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F2,1,DEAD EV.,0,0,<1,<1,<1,0,<1,0
7/19/2022,2022,toolik,MAT06,F2,1,MOSS,<1,1,2,3,<1,2.5,1.5,5
7/19/2022,2022,toolik,MAT06,F2,1,LICHEN,<1,<1,<1,2,<1,<1,<1,2
7/19/2022,2022,toolik,MAT06,F2,1,LITTER,12,6.5,15,5,6,2,9.5,9
7/19/2022,2022,toolik,MAT06,F2,1,FR BOIL,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F2,1,BARE GR.,0,0,0,0,0,3,0,1
7/19/2022,2022,toolik,MAT06,F2,1,HOLES,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F2,1,TRAILS,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F2,1,% LITTER,0,0,0,0,0,2,0,0
drop,,,,,,,,,,,,,,
7/18/2022,2022,toolik,MAT06,F5,1,ERI VAG,4,5,7.5,4.5,5.5,6,3.5,5
7/18/2022,2022,toolik,MAT06,F5,1,EV. LITTER,16,20.5,13,8,16,12,10,10
7/18/2022,2022,toolik,MAT06,F5,1,CAR BIG,5.5,5,3.5,2.5,4.5,2,1,1.5
7/18/2022,2022,toolik,MAT06,F5,1,GRASS ex.,0,0,0,0,0,0,1,1.5
7/18/2022,2022,toolik,MAT06,F5,1,BET NAN,28,10,14,15.5,6.5,9.5,26,44
7/18/2022,2022,toolik,MAT06,F5,1,DEAD BET,1.5,0.5,1.5,0.5,2.5,4,1,4
7/18/2022,2022,toolik,MAT06,F5,1,SAL PUL,0,0,0,0,0,0,0,0
7/18/2022,2022,toolik,MAT06,F5,1,SAL RET,0,0,0,0,0,0,0,0
7/18/2022,2022,toolik,MAT06,F5,1,ARC ALP,0,0,0,0,0,0,0,0
7/18/2022,2022,toolik,MAT06,F5,1,VAC ULI,0,0,0,0,<1,1,0,0
7/18/2022,2022,toolik,MAT06,F5,1,RUB CHA,14.5,15.5,28,19.5,20,19,8.5,8
7/18/2022,2022,toolik,MAT06,F5,1,PET FRI,0,0,0,0,0,0,0,0
7/18/2022,2022,toolik,MAT06,F5,1,POL BIS,0,2,0.5,0.5,<1,0.5,0,0
7/18/2022,2022,toolik,MAT06,F5,1,LED PAL,20.5,17.5,20,24.5,15.5,13.5,13.5,2.5
7/18/2022,2022,toolik,MAT06,F5,1,CAS TET,0,0,0,0,0,0,0,0
7/18/2022,2022,toolik,MAT06,F5,1,VAC VIT,1.5,2.5,1.5,2,1,0,0,0
7/18/2022,2022,toolik,MAT06,F5,1,EMP NIG,0,0,0,0,0,0,0,0
7/18/2022,2022,toolik,MAT06,F5,1,PED LAP,0.5,<1,0,0,0,0,<1,0
7/18/2022,2022,toolik,MAT06,F5,1,AND POL,0,0,0,0.5,0,0,0,0
7/18/2022,2022,toolik,MAT06,F5,1,DEAD EV.,0,0,0,0,0,0,0,1
7/18/2022,2022,toolik,MAT06,F5,1,MOSS,2,5.5,2.5,1,0.5,0,0,1
7/18/2022,2022,toolik,MAT06,F5,1,LICHEN,0,0,0,<1,<1,0,0.5,0
7/18/2022,2022,toolik,MAT06,F5,1,LITTER,3,2,3,3.5,2.5,1.5,1.5,2
7/18/2022,2022,toolik,MAT06,F5,1,FR BOIL,0,0,0,0,0,0,0,0
7/18/2022,2022,toolik,MAT06,F5,1,BARE GR.,0,0,0,1.5,1.5,0,0,1
7/18/2022,2022,toolik,MAT06,F5,1,HOLES,3,4,1,3,,4,4,4
7/18/2022,2022,toolik,MAT06,F5,1,TRAILS,0,2,0,0,,2,3,0
7/18/2022,2022,toolik,MAT06,F5,1,% LITTER,0,3,0,3,,5,0,5
drop,,,,,,,,,,,,,,
7/19/2022,2022,toolik,MAT06,F10,1,ERI VAG,0,1,<1,1,12,7,2.5,7.5
7/19/2022,2022,toolik,MAT06,F10,1,EV. LITTER,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F10,1,CAR BIG,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F10,1,GRASS ex.,8.5,3.5,9,10,38,7,5,26
7/19/2022,2022,toolik,MAT06,F10,1,BET NAN,57,58.5,53.5,66.5,15.5,49,56,29
7/19/2022,2022,toolik,MAT06,F10,1,DEAD BET,10,3.5,1.5,4.5,<1,<1,1,3
7/19/2022,2022,toolik,MAT06,F10,1,SAL PUL,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F10,1,SAL RET,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F10,1,ARC ALP,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F10,1,VAC ULI,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F10,1,RUB CHA,23,35.5,31.5,21.5,18,28,20.5,20
7/19/2022,2022,toolik,MAT06,F10,1,PET FRI,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F10,1,POL BIS,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F10,1,LED PAL,0,0,0,0,1,3,4,2
7/19/2022,2022,toolik,MAT06,F10,1,CAS TET,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F10,1,VAC VIT,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F10,1,EMP NIG,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F10,1,PED LAP,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F10,1,AND POL,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F10,1,DEAD EV.,<1,3.5,2,3,0,0,0,0
7/19/2022,2022,toolik,MAT06,F10,1,MOSS,0,0,0,0,0,2,0,0
7/19/2022,2022,toolik,MAT06,F10,1,LICHEN,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F10,1,LITTER,1,5.5,1,2.5,9,5,1,21
7/19/2022,2022,toolik,MAT06,F10,1,FR BOIL,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F10,1,BARE GR.,0,2,4,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F10,1,HOLES,0,0,0,0,0,0,1,4
7/19/2022,2022,toolik,MAT06,F10,1,TRAILS,0,0,0,0,0,2,0,5
7/19/2022,2022,toolik,MAT06,F10,1,% LITTER,0,3,2,5,0,2,0,1
drop ,,,,,,,,,,,,,,
7/19/2022,2022,toolik,MAT06,GH,1,ERI VAG,3.5,7,7,8,15,8.5,,
7/19/2022,2022,toolik,MAT06,GH,1,EV. LITTER,0,0,0,0,0,0,,
7/19/2022,2022,toolik,MAT06,GH,1,CAR BIG,0,0,0,0,0,0,,
7/19/2022,2022,toolik,MAT06,GH,1,GRASS ex.,5,12,4,7,10,1.5,,
7/19/2022,2022,toolik,MAT06,GH,1,BET NAN,18.5,14.5,6,2,<1,14.5,,
7/19/2022,2022,toolik,MAT06,GH,1,DEAD BET,1.5,<1,<1,<1,0,<1,,
7/19/2022,2022,toolik,MAT06,GH,1,SAL PUL,0,0,0,<1,0,0,,
7/19/2022,2022,toolik,MAT06,GH,1,SAL RET,0,0,0,0,0,0,,
7/19/2022,2022,toolik,MAT06,GH,1,ARC ALP,1.5,0,6.5,0,4.5,0,,
7/19/2022,2022,toolik,MAT06,GH,1,VAC ULI,0,3.5,1,<1,1.5,0,,
7/19/2022,2022,toolik,MAT06,GH,1,RUB CHA,8,6.5,8.5,10.5,5.5,10.5,,
7/19/2022,2022,toolik,MAT06,GH,1,PET FRI,0,0,0,0,0,0,,
7/19/2022,2022,toolik,MAT06,GH,1,POL BIS,<1,<1,<1,<1,<1,<1,,
7/19/2022,2022,toolik,MAT06,GH,1,LED PAL,18,14,22,15.5,16.5,16.5,,
7/19/2022,2022,toolik,MAT06,GH,1,CAS TET,0,0,0,0,0,0,,
7/19/2022,2022,toolik,MAT06,GH,1,VAC VIT,12.5,6.5,12.5,11,9.5,7,,
7/19/2022,2022,toolik,MAT06,GH,1,EMP NIG,0,0,0,0,4,0,,
7/19/2022,2022,toolik,MAT06,GH,1,PED LAP,0,0,0,0,0,<1,,
7/19/2022,2022,toolik,MAT06,GH,1,AND POL,0,0,0,0,0,0,,
7/19/2022,2022,toolik,MAT06,GH,1,DEAD EV.,0,0,0,0,0,0,,
7/19/2022,2022,toolik,MAT06,GH,1,MOSS,1.5,2,4.5,3.5,3.5,8.5,,
7/19/2022,2022,toolik,MAT06,GH,1,LICHEN,1,1.5,<1,2.5,3.5,1.5,,
7/19/2022,2022,toolik,MAT06,GH,1,LITTER,15.5,21.5,14,23.5,19,11.5,,
7/19/2022,2022,toolik,MAT06,GH,1,FR BOIL,0,0,0,0,0,0,,
7/19/2022,2022,toolik,MAT06,GH,1,BARE GR.,<1,0,0,0,<1,0,,
7/19/2022,2022,toolik,MAT06,GH,1,HOLES,0,0,2,1,1,1,,
7/19/2022,2022,toolik,MAT06,GH,1,TRAILS,0,0,0,0,5,0,,
7/19/2022,2022,toolik,MAT06,GH,1,% LITTER,0,0,0,2,5,0,,
drop,,,,,,,,,,,,,,
7/19/2022,2022,toolik,MAT06,CT,2,ERI VAG,21,27,21,10,13,9,7,12.5
7/19/2022,2022,toolik,MAT06,CT,2,EV. LITTER,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,CT,2,CAR BIG,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,CT,2,GRASS ex.,4,3,4,2,5,6.5,20,4
7/19/2022,2022,toolik,MAT06,CT,2,BET NAN,7.5,13,18,20,6,3.5,8,13.5
7/19/2022,2022,toolik,MAT06,CT,2,DEAD BET,0,0,0,1,<1,0,<1,<1
7/19/2022,2022,toolik,MAT06,CT,2,SAL PUL,0,0,3,8,5,0,2,4
7/19/2022,2022,toolik,MAT06,CT,2,SAL RET,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,CT,2,ARC ALP,2,7,13,0,0,2.5,0,0
7/19/2022,2022,toolik,MAT06,CT,2,VAC ULI,3,3,<1,0,1.5,0,0,0
7/19/2022,2022,toolik,MAT06,CT,2,RUB CHA,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,CT,2,PET FRI,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,CT,2,POL BIS,4,2,<1,<1,2,1.5,0,<1
7/19/2022,2022,toolik,MAT06,CT,2,LED PAL,5,6,11,10,10,17.5,15.5,23
7/19/2022,2022,toolik,MAT06,CT,2,CAS TET,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,CT,2,VAC VIT,7.5,7,3,3,9.5,3,6,4
7/19/2022,2022,toolik,MAT06,CT,2,EMP NIG,2,1,0,0,1,5,5,<1
7/19/2022,2022,toolik,MAT06,CT,2,PED LAP,<1,<1,0,<1,<1,<1,0,0
7/19/2022,2022,toolik,MAT06,CT,2,AND POL,0,<1,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,CT,2,DEAD EV.,1,1,0,1,1,0,0,<1
7/19/2022,2022,toolik,MAT06,CT,2,MOSS,15,11,12,17,19,8,11,9.5
7/19/2022,2022,toolik,MAT06,CT,2,LICHEN,<1,1,1,<1,1,3,11,1
7/19/2022,2022,toolik,MAT06,CT,2,LITTER,15,17,5,12,12,21,7.5,12
7/19/2022,2022,toolik,MAT06,CT,2,FR BOIL,0,0,5,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,CT,2,BARE GR.,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,CT,2,HOLES,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,CT,2,TRAILS,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,CT,2,% LITTER,1,0,0,1,0,2,0,
drop,,,,,,,,,,,,,,
7/19/2022,2022,toolik,MAT06,F0.5,2,ERI VAG,3.5,12,5,9,17.5,16,15,13
7/19/2022,2022,toolik,MAT06,F0.5,2,EV. LITTER,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F0.5,2,CAR BIG,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F0.5,2,GRASS ex.,12.5,1,<1,<1,0,1,5,<1
7/19/2022,2022,toolik,MAT06,F0.5,2,BET NAN,10.5,8,11,7,26,18,17.5,9.5
7/19/2022,2022,toolik,MAT06,F0.5,2,DEAD BET,<1,1,2,1,1.5,<1,<1,0
7/19/2022,2022,toolik,MAT06,F0.5,2,SAL PUL,0,3.5,5,7,4,2.5,4.5,3
7/19/2022,2022,toolik,MAT06,F0.5,2,SAL RET,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F0.5,2,ARC ALP,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F0.5,2,VAC ULI,<1,0,<1,0,1,0,5,2
7/19/2022,2022,toolik,MAT06,F0.5,2,RUB CHA,7.5,3,8,9.5,2,3.5,7,6
7/19/2022,2022,toolik,MAT06,F0.5,2,PET FRI,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F0.5,2,POL BIS,1.5,0,<1,0,0,0,0,1
7/19/2022,2022,toolik,MAT06,F0.5,2,LED PAL,30.5,17,23,26,13,12,16,22
7/19/2022,2022,toolik,MAT06,F0.5,2,CAS TET,2.5,<1,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F0.5,2,VAC VIT,3,4,3,3,2.5,4,3.5,4.5
7/19/2022,2022,toolik,MAT06,F0.5,2,EMP NIG,3.5,7,1,5.5,3,1,3.5,0
7/19/2022,2022,toolik,MAT06,F0.5,2,PED LAP,0,0,0,<1,0,<1,0,<1
7/19/2022,2022,toolik,MAT06,F0.5,2,AND POL,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F0.5,2,DEAD EV.,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F0.5,2,MOSS,9,3,9,7,3,3,4,4
7/19/2022,2022,toolik,MAT06,F0.5,2,LICHEN,<1,2.5,<1,<1,2.5,1,<1,1
7/19/2022,2022,toolik,MAT06,F0.5,2,LITTER,12.5,16,10,6,8.5,11,16.5,14
7/19/2022,2022,toolik,MAT06,F0.5,2,FR BOIL,0,0,0,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F0.5,2,BARE GR.,0,2,2,0,0,0,0,0
7/19/2022,2022,toolik,MAT06,F0.5,2,HOLES,0,2,2,4,0,3,4,3
7/19/2022,2022,toolik,MAT06,F0.5,2,TRAILS,0,2,2,2,0,0,2,4
7/19/2022,2022,toolik,MAT06,F0.5,2,% LITTER,0,2,1,1,0,5,3,5
drop,,,,,,,,,,,,,,
7/20/2022,2022,toolik,MAT06,F1,2,ERI VAG,3,2.5,5,2.5,2,4,10,20
7/20/2022,2022,toolik,MAT06,F1,2,EV. LITTER,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F1,2,CAR BIG,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F1,2,GRASS ex.,<1,<1,1,<1,<1,<1,<1,<1
7/20/2022,2022,toolik,MAT06,F1,2,BET NAN,20,6,9,15,13,12,6.5,2
7/20/2022,2022,toolik,MAT06,F1,2,DEAD BET,1,<1,1,<1,<1,<1,<1,0
7/20/2022,2022,toolik,MAT06,F1,2,SAL PUL,1,5,2,4,7.5,4,2,2
7/20/2022,2022,toolik,MAT06,F1,2,SAL RET,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F1,2,ARC ALP,0,0,0,0,0,1,1,0
7/20/2022,2022,toolik,MAT06,F1,2,VAC ULI,0,0,1,1,2,1.5,9.5,4.5
7/20/2022,2022,toolik,MAT06,F1,2,RUB CHA,17,5.5,17,18,20,13.5,10,10
7/20/2022,2022,toolik,MAT06,F1,2,PET FRI,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F1,2,POL BIS,<1,2,0,<1,1,1,<1,0
7/20/2022,2022,toolik,MAT06,F1,2,LED PAL,20.5,29,15,26,28,20.5,26,21
7/20/2022,2022,toolik,MAT06,F1,2,CAS TET,<1,0,0,0,0,<1,0,0
7/20/2022,2022,toolik,MAT06,F1,2,VAC VIT,8,21,7,22,7,9,10,9
7/20/2022,2022,toolik,MAT06,F1,2,EMP NIG,<1,1.5,4.5,1,<1,3.5,1,3
7/20/2022,2022,toolik,MAT06,F1,2,PED LAP,<1,1,<1,<1,<1,<1,0,0
7/20/2022,2022,toolik,MAT06,F1,2,AND POL,0,0,0,1.5,0,0,0,0
7/20/2022,2022,toolik,MAT06,F1,2,DEAD EV.,2,2,2,1,1,0,0,<1
7/20/2022,2022,toolik,MAT06,F1,2,MOSS,10,6,11,12,18.5,17,10,11
7/20/2022,2022,toolik,MAT06,F1,2,LICHEN,<1,4,2.5,2,2,4,1,1
7/20/2022,2022,toolik,MAT06,F1,2,LITTER,6,5,15,4.5,7,9.5,7.5,17
7/20/2022,2022,toolik,MAT06,F1,2,FR BOIL,0,0,0,0,0,0,3.5,4.5
7/20/2022,2022,toolik,MAT06,F1,2,BARE GR.,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F1,2,HOLES,0,0,0,0,0,0,2,0
7/20/2022,2022,toolik,MAT06,F1,2,TRAILS,0,0,0,0,0,0,0,0
7/20/2022,2022,toolik,MAT06,F1,2,% LITTER,0,0,0,0,0,0,0,0
