"","year","plot","func_grp","avg_block","sd","n","se"
"69",2010,"F5","Moss",0.0619583333333333,0.0318154672813921,3,0.0183686685993055
"70",2010,"F5","Standing dead",0.00275,0.000176776695296637,2,0.000125
"71",2011,"CT","Bare ground",0.0518163085,0.0213883817160142,2,0.01512386975
"72",2011,"CT","Deciduous shrubs",0.200056390958333,0.0162559090302053,3,0.00938535345451109
"73",2011,"CT","Eriophorum",0.181867841041667,0.0070683722861333,3,0.00408092664213155
"74",2011,"CT","Evergreen shrubs",0.186616364875,0.049373408001072,3,0.0285057504002282
"75",2011,"CT","Forb",0.0337053105,0.0133809416653104,3,0.00772549027247762
"76",2011,"CT","Gramminoid",0.0433423515416667,0.0244475950128698,3,0.0141148255617193
"77",2011,"CT","Lichen",0.0359522084166667,0.0320078791304722,3,0.0184797576321671
"78",2011,"CT","Litter",0.110966629666667,0.00672269939838002,3,0.00388135230733564
"79",2011,"CT","Moss",0.165140146166667,0.0442783156224552,3,0.0255640974438877
"80",2011,"F10","Bare ground",0.00776831025,0.00696839749822745,2,0.004927401125
"81",2011,"F10","Deciduous shrubs",0.359764229625,0.110696459222246,3,0.0639106305303019
"82",2011,"F10","Eriophorum",0.234650975041667,0.0314405774946895,3,0.0181522258800363
"83",2011,"F10","Evergreen shrubs",0.0905018555833333,0.00234481644494172,3,0.00135378040568736
"84",2011,"F10","Forb",0.105947305375,0.0433905348026945,3,0.0250515369486175
"85",2011,"F10","Gramminoid",0.05231406325,0.0276086132514808,3,0.0159398402926947
"86",2011,"F10","Lichen",0.00566463825,0.00252125127694068,2,0.001782793875
"87",2011,"F10","Litter",0.112457937083333,0.0158009168499373,3,0.00912266359675419
"88",2011,"F10","Moss",0.0244419056666667,0.0217427485497588,3,0.0125531817281256
"89",2011,"F5","Bare ground",0.0174710594583333,0.00732295320778446,3,0.00422790900577739
"90",2011,"F5","Deciduous shrubs",0.233654737916667,0.0316318187313983,3,0.0182626390595302
"91",2011,"F5","Eriophorum",0.268141097708333,0.0218394341049902,3,0.0126090031594652
"92",2011,"F5","Evergreen shrubs",0.2133152205,0.0298016110500795,3,0.0172059681620479
"93",2011,"F5","Forb",0.053515763125,0.0384610218206124,3,0.0222054813014386
"94",2011,"F5","Gramminoid",0.0416201300416667,0.0301637898934572,3,0.0174150722147668
"95",2011,"F5","Lichen",0.0169800842083333,0.0142761468956699,3,0.00824233725320564
"96",2011,"F5","Litter",0.0965600464166667,0.0157789672468664,3,0.00910999098751259
"97",2011,"F5","Moss",0.04842104925,0.0134833709001069,3,0.00778462781876031
"98",2011,"F5","Standing dead",0.001666666625,NA,1,NA
"99",2012,"CT","Bare ground",0.0112375,0.00816957962504804,3,0.00471670899568757
"100",2012,"CT","Deciduous shrubs",0.256141666666667,0.0404867577373557,3,0.0233750404782775
"101",2012,"CT","Eriophorum",0.177841666666667,0.0575460635237836,3,0.0332242352662597
"102",2012,"CT","Evergreen shrubs",0.255020833333333,0.01873896480821,3,0.010818946376355
"103",2012,"CT","Forb",0.0412708333333333,0.023921402333127,3,0.0138110280764242
"104",2012,"CT","Gramminoid",0.0563541666666667,0.028536364775201,3,0.0164754778846557
"105",2012,"CT","Lichen",0.0273916666666667,0.0219611778676221,3,0.0126792919535929
"106",2012,"CT","Litter",0.0729375,0.014981572013644,3,0.0086496146349611
"107",2012,"CT","Moss",0.1005625,0.0281035779528159,3,0.0162256082962499
"108",2012,"F10","Bare ground",0.0190375,0.00285627051414953,3,0.00164906855022262
"109",2012,"F10","Deciduous shrubs",0.301766666666667,0.0682075833546632,3,0.0393796666105887
"110",2012,"F10","Eriophorum",0.166191666666667,0.0382090657872361,3,0.0220600144177449
"111",2012,"F10","Evergreen shrubs",0.149645833333333,0.0230394374298361,3,0.0133018254020934
"112",2012,"F10","Forb",0.1304875,0.0213204713831566,3,0.0123093798923152
"113",2012,"F10","Gramminoid",0.0415791666666667,0.015883168830033,3,0.00917015179960385
"114",2012,"F10","Lichen",0.00256666666666667,0.00178843215787833,3,0.00103255178777844
"115",2012,"F10","Litter",0.173395833333333,0.0446840371618695,3,0.0257983408838846
"116",2012,"F10","Moss",0.0110458333333333,0.00832466528356146,3,0.00480624774237774
"117",2012,"F10","Standing dead",0.0127875,NA,1,NA
"118",2012,"F2","Bare ground",0.00528125,0.000680590276892052,2,0.00048125
"119",2012,"F2","Deciduous shrubs",0.240458333333333,0.0747670761571116,3,0.0431667915458297
"120",2012,"F2","Eriophorum",0.1478875,0.0180268723022048,3,0.010407819576325
"121",2012,"F2","Evergreen shrubs",0.3227375,0.0651974872502767,3,0.0376417868144345
"122",2012,"F2","Forb",0.095125,0.0199507048747657,3,0.0115185448299688
"123",2012,"F2","Gramminoid",0.0446916666666667,0.0193629814874501,3,0.011179222574093
"124",2012,"F2","Lichen",0.0181208333333333,0.00295958013632565,3,0.00170871438839588
"125",2012,"F2","Litter",0.0431833333333333,0.017788322773194,3,0.0102700929415355
"126",2012,"F2","Moss",0.0842958333333333,0.00920710776157927,3,0.00531572614460569
"127",2012,"F5","Bare ground",0.005,0.00549112920991666,3,0.0031703049275004
"128",2012,"F5","Deciduous shrubs",0.320045833333333,0.0658038780360499,3,0.0379918866978347
"129",2012,"F5","Eriophorum",0.170308333333333,0.0600681778447069,3,0.0346803786483718
"130",2012,"F5","Evergreen shrubs",0.2577875,0.0360552765729234,3,0.0208165236350837
"131",2012,"F5","Forb",0.0719458333333333,0.0550673399310638,3,0.0317931435327563
"132",2012,"F5","Gramminoid",0.0548666666666667,0.020440066097822,3,0.0118010776638313
"133",2012,"F5","Lichen",0.0105083333333333,0.00564305897393721,3,0.00325802161765558
"134",2012,"F5","Litter",0.0807208333333333,0.0288734370067599,3,0.0166700866282825
"135",2012,"F5","Moss",0.0261916666666667,0.0161513463706074,3,0.00932498417484508
"136",2013,"CT","Bare ground",0.01018125,0.00386257079223152,2,0.00273125
"137",2013,"CT","Deciduous shrubs",0.30395,0.0523637174601842,3,0.0302322063714069
"138",2013,"CT","Eriophorum",0.127133333333333,0.040516887554245,3,0.0233924359361691
"139",2013,"CT","Evergreen shrubs",0.254379166666667,0.0398866956463347,3,0.023028594468496
"140",2013,"CT","Forb",0.0478208333333333,0.0291715998804202,3,0.0168422310436527
"141",2013,"CT","Gramminoid",0.0239041666666667,0.0142397678907816,3,0.00822133382494052
"142",2013,"CT","Lichen",0.0216875,0.0218871644748697,3,0.0126365603013637
"143",2013,"CT","Litter",0.101691666666667,0.0112790619992681,3,0.00651196948148391
"144",2013,"CT","Moss",0.112608333333333,0.0178010196922349,3,0.0102774235111616
"145",2013,"F10","Bare ground",0.00298125,0.00301404265480766,2,0.00213125
"146",2013,"F10","Deciduous shrubs",0.425845833333333,0.0399467796991614,3,0.0230632840125695
"147",2013,"F10","Eriophorum",0.0701083333333333,0.0207212991770143,3,0.011963447657808
"148",2013,"F10","Evergreen shrubs",0.1050875,0.0244189443619088,3,0.0140982841006746
"149",2013,"F10","Forb",0.1501375,0.0454595149556174,3,0.0262460631968555
"150",2013,"F10","Gramminoid",0.0538791666666667,0.0157322833556777,3,0.00908303803036798
"151",2013,"F10","Lichen",0.0016125,NA,1,NA
"152",2013,"F10","Litter",0.153216666666667,0.0465099961253851,3,0.0268525587829995
"153",2013,"F10","Moss",0.00692083333333333,0.00295551215245908,3,0.00170636573681546
"154",2013,"F10","Standing dead",0.010375,NA,1,NA
"155",2013,"F2","Bare ground",0.0068,0.00475059206836369,3,0.00274275560947988
"156",2013,"F2","Deciduous shrubs",0.25925,0.0410756714035206,3,0.0237150499419672
"157",2013,"F2","Eriophorum",0.079125,0.00268086389993972,3,0.00154779749429095
"158",2013,"F2","Evergreen shrubs",0.406608333333333,0.0184426574707479,3,0.0106478732553083
"159",2013,"F2","Forb",0.0843208333333333,0.0195407320316649,3,0.0112818468986441
"160",2013,"F2","Gramminoid",0.0296583333333333,0.0160532382506874,3,0.00926834142539957
"161",2013,"F2","Lichen",0.0132875,0.00778231167456046,3,0.00449311974022505
"162",2013,"F2","Litter",0.0779625,0.0211803011369055,3,0.0122284525629097
"163",2013,"F2","Moss",0.0429875,0.0204827518903101,3,0.0118257223176148
"164",2013,"F5","Bare ground",0.00475,NA,1,NA
"165",2013,"F5","Deciduous shrubs",0.392204166666667,0.050597178054545,3,0.029212294370027
"166",2013,"F5","Eriophorum",0.118141666666667,0.0507060806470322,3,0.0292751693111149
"167",2013,"F5","Evergreen shrubs",0.328825,0.03591188652452,3,0.0207337373520389
"168",2013,"F5","Forb",0.056125,0.0506896022991895,3,0.0292656555325521
"169",2013,"F5","Gramminoid",0.0628916666666667,0.0595936045925511,3,0.0344063836534895
"170",2013,"F5","Lichen",0.00655833333333333,0.00423815137569829,3,0.00244689783762579
"171",2013,"F5","Litter",0.101716666666667,0.0107687796236776,3,0.00621735781457401
"172",2013,"F5","Moss",0.0318916666666667,0.00631234323237681,3,0.00364443306443006
"173",2014,"CT","Bare ground",0.012075,NA,1,NA
"174",2014,"CT","Deciduous shrubs",0.2553625,0.0395632958055822,3,0.0228418794833817
"175",2014,"CT","Eriophorum",0.196341666666667,0.0637417817415181,3,0.0368013348470919
"176",2014,"CT","Evergreen shrubs",0.309670833333333,0.0490645259666629,3,0.0283274172745142
"177",2014,"CT","Forb",0.0399458333333333,0.029869618587845,3,0.0172452323322837
"178",2014,"CT","Gramminoid",0.0775666666666667,0.0486637848747231,3,0.0280960492972074
"179",2014,"CT","Lichen",0.0412333333333333,0.0217264395859822,3,0.012543765743499
"180",2014,"CT","Litter",0.0165083333333333,0.000355390043942333,3,0.000205184537537419
"181",2014,"CT","Moss",0.059325,0.0113187551766968,3,0.00653488634815735
"182",2014,"F10","Bare ground",0.005675,0.00252790674274191,2,0.0017875
"183",2014,"F10","Deciduous shrubs",0.343029166666667,0.167691816163859,3,0.096816915203101
"184",2014,"F10","Eriophorum",0.113075,0.0164716849851495,3,0.00950993176018279
"185",2014,"F10","Evergreen shrubs",0.1528375,0.0388779400013684,3,0.0224461891253282
"186",2014,"F10","Forb",0.1765125,0.104433534484858,3,0.0602947292472568
"187",2014,"F10","Gramminoid",0.090575,0.0274029309563776,3,0.0158210895642494
"188",2014,"F10","Lichen",0.00465625,0.00122859803231163,2,0.00086875
"189",2014,"F10","Litter",0.109729166666667,0.0290623369171052,3,0.0167791480423703
"190",2014,"F10","Moss",0.00655,0.00252459774023507,3,0.00145757718492024
"191",2014,"F2","Bare ground",0.00479166666666667,0.00297703011965504,3,0.00171878914096846
"192",2014,"F2","Deciduous shrubs",0.279933333333333,0.0462400231356271,3,0.0266966898046888
"193",2014,"F2","Eriophorum",0.169704166666667,0.0438127306223127,3,0.0252952918187248
"194",2014,"F2","Evergreen shrubs",0.348595833333333,0.0907318424787204,3,0.05238405367916
"195",2014,"F2","Forb",0.079875,0.0187999501329126,3,0.0108541562699886
"196",2014,"F2","Gramminoid",0.0505416666666667,0.0135931412698954,3,0.00784800377130672
"197",2014,"F2","Lichen",0.0198,0.00696926287350391,3,0.00402370579607075
"198",2014,"F2","Litter",0.0117208333333333,0.00304267391998113,3,0.00175668860675736
"199",2014,"F2","Moss",0.0350416666666667,0.019655375907963,3,0.0113480365714857
"200",2014,"F5","Bare ground",0.005925,NA,1,NA
"201",2014,"F5","Deciduous shrubs",0.2766875,0.0516119369065917,3,0.0297981656664187
"202",2014,"F5","Eriophorum",0.177970833333333,0.0631587500536017,3,0.0364647213451272
"203",2014,"F5","Evergreen shrubs",0.345879166666667,0.0458518612172214,3,0.0264725844166081
"204",2014,"F5","Forb",0.06285,0.0491707055191401,3,0.0283887200677194
"205",2014,"F5","Gramminoid",0.0864125,0.0299199348261322,3,0.0172742824260035
"206",2014,"F5","Lichen",0.01335,0.0100579337465505,3,0.00580695075606237
"207",2014,"F5","Litter",0.0266583333333333,0.00792685638089485,3,0.00457657266533714
"208",2014,"F5","Moss",0.008175,0.00492495241093759,3,0.00284342260020092
"209",2015,"CT","Bare ground",0.0215866666666667,0.00505348724479773,3,0.00291763222113031
"210",2015,"CT","Deciduous shrubs",0.208846666666667,0.0341359068040287,3,0.0197083749823379
"211",2015,"CT","Eriophorum",0.19448,0.0601437311779042,3,0.0347239993856315
"212",2015,"CT","Evergreen shrubs",0.246713333333333,0.0834896624339405,3,0.0482027790807865
"213",2015,"CT","Forb",0.04026,0.0376497383789051,3,0.0217370865879798
"214",2015,"CT","Gramminoid",0.0702266666666667,0.0417120238460487,3,0.0240824481959603
"215",2015,"CT","Lichen",0.0330933333333333,0.0216308051938279,3,0.0124885512014449
"216",2015,"CT","Litter",0.06122,0.010619905837624,3,0.00613140549412069
"217",2015,"CT","Moss",0.120726666666667,0.0713269495585878,3,0.0411806335281255
"218",2015,"F10","Bare ground",0.0014,NA,1,NA
"219",2015,"F10","Deciduous shrubs",0.445333333333333,0.077409191530033,3,0.0446922175676159
"220",2015,"F10","Eriophorum",0.0973666666666667,0.0073063625240836,3,0.00421833037007666
"221",2015,"F10","Evergreen shrubs",0.106406666666667,0.0297851394714434,3,0.0171964582916884
"222",2015,"F10","Forb",0.0889866666666667,0.0213645531976059,3,0.0123348305397539
"223",2015,"F10","Gramminoid",0.0743866666666667,0.0441435401087558,3,0.0254862847647732
"224",2015,"F10","Lichen",0.00762,NA,1,NA
"225",2015,"F10","Litter",0.09676,0.0550840666617852,3,0.031802800715241
"226",2015,"F10","Moss",0.00696666666666667,0.00123698558331669,3,0.000714173959511578
"227",2015,"F10","Standing dead",0.00795,0.00629325035256027,2,0.00445
"228",2015,"F2","Bare ground",0.01312,NA,1,NA
"229",2015,"F2","Deciduous shrubs",0.209866666666667,0.0245507664510364,3,0.0141743916193175
"230",2015,"F2","Eriophorum",0.12824,0.0234666060605278,3,0.0135484513260126
"231",2015,"F2","Evergreen shrubs",0.421653333333333,0.121895404890149,3,0.0703763448263059
"232",2015,"F2","Forb",0.0721333333333333,0.0221735007009117,3,0.0128018765985477
"233",2015,"F2","Gramminoid",0.06222,0.0446835584975055,3,0.0257980645268852
"234",2015,"F2","Lichen",0.0125066666666667,0.00946049329228309,3,0.00546201834896629
"235",2015,"F2","Litter",0.05006,0.0227183362066856,3,0.0131164375244703
"236",2015,"F2","Moss",0.0389466666666667,0.0234264152898674,3,0.0135252471737529
"237",2015,"F5","Deciduous shrubs",0.283173333333333,0.0173122076389273,3,0.00999520774060137
"238",2015,"F5","Eriophorum",0.178393333333333,0.014420323620964,3,0.0083255777243651
"239",2015,"F5","Evergreen shrubs",0.308546666666667,0.0946146845544249,3,0.0546258135967888
"240",2015,"F5","Forb",0.0700266666666667,0.0581374383107248,3,0.0335656656586922
"241",2015,"F5","Gramminoid",0.0728666666666667,0.0248534290055383,3,0.0143491339266328
"242",2015,"F5","Lichen",0.00727,0.00199404112294606,2,0.00141
"243",2015,"F5","Litter",0.0595866666666667,0.0184771462443023,3,0.010667785358004
"244",2015,"F5","Moss",0.0160266666666667,0.00638878183485188,3,0.00368856491214552
"245",2016,"CT","Bare ground",0.00367916666666667,0.00162770608014264,3,0.000939756543531946
"246",2016,"CT","Deciduous shrubs",0.216654166666667,0.0203469221157239,3,0.0117473009606935
"247",2016,"CT","Eriophorum",0.186495833333333,0.0696973920482921,3,0.0402398080608963
"248",2016,"CT","Evergreen shrubs",0.248583333333333,0.0555147029135826,3,0.032051428671139
"249",2016,"CT","Forb",0.0501041666666667,0.0183121131927294,3,0.0105725034812532
"250",2016,"CT","Gramminoid",0.0805875,0.0532498650233031,3,0.0307438239055153
"251",2016,"CT","Lichen",0.0431125,0.014294934636087,3,0.00825318436019294
"252",2016,"CT","Litter",0.0680291666666667,0.0179473027801766,3,0.0103618800913627
"253",2016,"CT","Moss",0.101929166666667,0.0202239428545309,3,0.011676298851139
"254",2016,"F10","Bare ground",0.00215,NA,1,NA
"255",2016,"F10","Deciduous shrubs",0.537066666666667,0.267080725546291,3,0.154199128789512
"256",2016,"F10","Eriophorum",0.0590208333333333,0.0155922774020774,3,0.0090022055553687
"257",2016,"F10","Evergreen shrubs",0.147629166666667,0.0940070786341823,3,0.0542750121551755
"258",2016,"F10","Forb",0.0911583333333333,0.087216671941684,3,0.0503545690233545
"259",2016,"F10","Gramminoid",0.08685,0.0837208671344845,3,0.0483362651768835
"260",2016,"F10","Lichen",0.001175,NA,1,NA
"261",2016,"F10","Litter",0.06745,0.0240357253635084,3,0.0138770325087895
"262",2016,"F10","Moss",0.0034,NA,1,NA
"263",2016,"F2","Deciduous shrubs",0.214533333333333,0.0141189607295769,3,0.00815158577789895
"264",2016,"F2","Eriophorum",0.136479166666667,0.0416666258333133,3,0.0240562376410869
"265",2016,"F2","Evergreen shrubs",0.321083333333333,0.0619739213466708,3,0.0357806601722371
"266",2016,"F2","Forb",0.0703041666666667,0.0220514325403891,3,0.0127314005132105
"267",2016,"F2","Gramminoid",0.118083333333333,0.0944348687036909,3,0.0545219968669629
"268",2016,"F2","Lichen",0.0456333333333333,0.0258774827713851,3,0.0149403716440091
"269",2016,"F2","Litter",0.0526083333333333,0.00912870073358379,3,0.00527045782588614
"270",2016,"F2","Moss",0.0408916666666667,0.015065452684315,3,0.00869804316275282
"271",2016,"F2","Standing dead",0.0011625,NA,1,NA
"272",2016,"F5","Deciduous shrubs",0.222491666666667,0.0534385399508944,3,0.0308527554257494
"273",2016,"F5","Eriophorum",0.1368125,0.066346608805575,3,0.0383052324537175
"274",2016,"F5","Evergreen shrubs",0.2719125,0.0793188541583904,3,0.0457947618001594
"275",2016,"F5","Forb",0.0758333333333333,0.0458319780102641,3,0.026461104841719
"276",2016,"F5","Gramminoid",0.192295833333333,0.120615567204583,3,0.0696374301940255
"277",2016,"F5","Lichen",0.00942083333333333,0.00704903953268339,3,0.00406976487172307
"278",2016,"F5","Litter",0.07535,0.0180053290722497,3,0.0103953815867112
"279",2016,"F5","Moss",0.00947083333333333,0.00836876944857088,3,0.00483171129391831
"280",2016,"F5","Standing dead",0.005675,0.000247487373415292,2,0.000175
"281",2017,"CT","Bare ground",0.006393343,0.00061111456076674,2,0.00043212325
"282",2017,"CT","Deciduous shrubs",0.226787698583333,0.0202610074913102,3,0.011697698129161
"283",2017,"CT","Eriophorum",0.153642510291667,0.0482462686113267,3,0.0278549961701444
"284",2017,"CT","Evergreen shrubs",0.244296125458333,0.00771604389045015,3,0.00445486001723036
"285",2017,"CT","Forb",0.040469383125,0.0246832869039476,3,0.0142509023384789
"286",2017,"CT","Gramminoid",0.0878501222916667,0.0511663706166864,3,0.029540917849
"287",2017,"CT","Lichen",0.0560725628333333,0.0343617797227455,3,0.0198387827727617
"288",2017,"CT","Litter",0.0553147750416667,0.0184433528110341,3,0.0106482747102098
"289",2017,"CT","Moss",0.124266900041667,0.0685029981228038,3,0.0395502244064972
"290",2017,"F10","Deciduous shrubs",0.379574217666667,0.0325208945484306,3,0.0187759472218238
"291",2017,"F10","Eriophorum",0.0443945545,0.0171895241940605,3,0.00992437642068241
"292",2017,"F10","Evergreen shrubs",0.0693934148333333,0.0370481467338699,3,0.0213897574897766
"293",2017,"F10","Forb",0.152955259375,0.090429342001806,3,0.0522094049473834
"294",2017,"F10","Gramminoid",0.253800035958333,0.153977393456596,3,0.0888988895612824
"295",2017,"F10","Lichen",0.002232142875,NA,1,NA
"296",2017,"F10","Litter",0.050220123875,0.000845077078908586,3,0.000487905478993855
"297",2017,"F10","Moss",0.0061108425625,0.00186661809449086,2,0.0013198983125
"298",2017,"F10","Standing dead",0.0077553760625,0.00285481785242198,2,0.0020186610625
"299",2017,"F2","Bare ground",0.001736111125,NA,1,NA
"300",2017,"F2","Deciduous shrubs",0.23777451675,0.113582541225568,2,0.080314985125
"301",2017,"F2","Eriophorum",0.07956354125,0.0508299170030414,2,0.035942179
"302",2017,"F2","Evergreen shrubs",0.4209537795,0.0758445058114234,2,0.053630164375
"303",2017,"F2","Forb",0.0813417941875,0.0497359184259073,2,0.0351686051875
"304",2017,"F2","Gramminoid",0.0764872848125,0.0418290739099798,2,0.0295776218125
"305",2017,"F2","Lichen",0.0255029926875,0.0142462937784249,2,0.0100736509375
"306",2017,"F2","Litter",0.0508840015625,0.00341048056907798,2,0.0024115739375
"307",2017,"F2","Moss",0.0255993776875,0.00312048494118158,2,0.0022065160625
"308",2017,"F5","Bare ground",0.001948071,NA,1,NA
"309",2017,"F5","Deciduous shrubs",0.293388289125,0.0915004794602757,3,0.05282782644737
"310",2017,"F5","Eriophorum",0.116390203291667,0.0362558002242523,3,0.0209322960191573
"311",2017,"F5","Evergreen shrubs",0.315606415375,0.110007308239737,3,0.0635127490250384
"312",2017,"F5","Forb",0.07473165825,0.0674665314277245,3,0.0389518200810871
"313",2017,"F5","Gramminoid",0.102047731333333,0.0669404579314953,3,0.0386480914064257
"314",2017,"F5","Lichen",0.0102910192916667,0.00418596185090969,3,0.00241676620144021
"315",2017,"F5","Litter",0.06850473825,0.0142423897536146,3,0.00822284755815295
"316",2017,"F5","Moss",0.00624327554166667,0.00370388228163319,3,0.00213843743234761
"317",2018,"CT","Bare ground",0.002419354875,NA,1,NA
"318",2018,"CT","Deciduous shrubs",0.256283678291667,0.0170145033082112,3,0.0098233280651235
"319",2018,"CT","Eriophorum",0.09070948125,0.0277471938518394,3,0.0160198498396162
"320",2018,"CT","Evergreen shrubs",0.27177695975,0.025830295645029,3,0.0149131281439051
"321",2018,"CT","Forb",0.0625757991666667,0.0397414962679584,3,0.0229447635683043
"322",2018,"CT","Gramminoid",0.0699503471666667,0.0322611894429694,3,0.0186260064092759
"323",2018,"CT","Lichen",0.039844049625,0.0205651046582541,3,0.0118732687103558
"324",2018,"CT","Litter",0.10397026225,0.0168320434847067,3,0.00971798483690689
"325",2018,"CT","Moss",0.100127837041667,0.0173497734763008,3,0.0100168963869213
"326",2018,"CT","Standing dead",0.0059327010625,0.00260363496219151,2,0.0018410479375
"327",2018,"F10","Deciduous shrubs",0.424483163833333,0.0717776079231675,3,0.0414408212562282
