"","year","site","treatment","treatment_code","block","quad_num","species","relcov","latin_name_or_catagory"
"122",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,2,"Sal pul",0,"Salix pulchra"
"123",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,3,"Sal pul",2.60869565217391,"Salix pulchra"
"124",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,4,"Sal pul",7.46268656716418,"Salix pulchra"
"125",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,5,"Sal pul",3.65296803652968,"Salix pulchra"
"126",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,6,"Sal pul",8.91089108910891,"Salix pulchra"
"127",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,7,"Sal pul",10,"Salix pulchra"
"128",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,8,"Sal pul",8.81057268722467,"Salix pulchra"
"129",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,1,"St D Bet",0,"Standing Dead Betula nana"
"130",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,2,"St D Bet",0,"Standing Dead Betula nana"
"131",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,3,"St D Bet",0.434782608695652,"Standing Dead Betula nana"
"132",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,4,"St D Bet",0,"Standing Dead Betula nana"
"133",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,5,"St D Bet",0,"Standing Dead Betula nana"
"134",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,6,"St D Bet",0,"Standing Dead Betula nana"
"135",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,7,"St D Bet",0,"Standing Dead Betula nana"
"136",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,8,"St D Bet",0,"Standing Dead Betula nana"
"137",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,1,"Vac uli",0,"Vaccinium uliginosum"
"138",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,2,"Vac uli",0,"Vaccinium uliginosum"
"139",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,3,"Vac uli",5.21739130434783,"Vaccinium uliginosum"
"140",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,4,"Vac uli",2.98507462686567,"Vaccinium uliginosum"
"141",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,5,"Vac uli",0.91324200913242,"Vaccinium uliginosum"
"142",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,6,"Vac uli",0,"Vaccinium uliginosum"
"143",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,7,"Vac uli",0,"Vaccinium uliginosum"
"144",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,8,"Vac uli",0,"Vaccinium uliginosum"
"145",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,1,"Vac vit",7.47663551401869,"Vaccinium vitis-idaea"
"146",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,2,"Vac vit",17.8571428571429,"Vaccinium vitis-idaea"
"147",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,3,"Vac vit",12.1739130434783,"Vaccinium vitis-idaea"
"148",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,4,"Vac vit",11.9402985074627,"Vaccinium vitis-idaea"
"149",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,5,"Vac vit",18.2648401826484,"Vaccinium vitis-idaea"
"150",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,6,"Vac vit",25.7425742574257,"Vaccinium vitis-idaea"
"151",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,7,"Vac vit",30.9090909090909,"Vaccinium vitis-idaea"
"152",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",1,8,"Vac vit",14.9779735682819,"Vaccinium vitis-idaea"
"153",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,1,"And pol",0,"Andromeda polifolia"
"154",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,2,"And pol",0,"Andromeda polifolia"
"155",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,3,"And pol",0,"Andromeda polifolia"
"156",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,4,"And pol",0,"Andromeda polifolia"
"157",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,5,"And pol",0,"Andromeda polifolia"
"158",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,6,"And pol",0,"Andromeda polifolia"
"159",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,7,"And pol",0.609756097560976,"Andromeda polifolia"
"160",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,8,"And pol",0,"Andromeda polifolia"
"161",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,1,"bare",0,"Bare soil"
"162",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,2,"bare",0,"Bare soil"
"163",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,3,"bare",0,"Bare soil"
"164",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,4,"bare",0,"Bare soil"
"165",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,5,"bare",3.04568527918782,"Bare soil"
"166",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,6,"bare",0,"Bare soil"
"167",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,7,"bare",0,"Bare soil"
"168",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,8,"bare",0,"Bare soil"
"169",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,1,"Bet nan",9.52380952380952,"Betula nana"
"170",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,2,"Bet nan",17.8403755868545,"Betula nana"
"171",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,3,"Bet nan",5.97014925373134,"Betula nana"
"172",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,4,"Bet nan",9.13705583756345,"Betula nana"
"173",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,5,"Bet nan",16.243654822335,"Betula nana"
"174",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,6,"Bet nan",31,"Betula nana"
"175",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,7,"Bet nan",13.4146341463415,"Betula nana"
"176",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,8,"Bet nan",13.8728323699422,"Betula nana"
"177",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,1,"Car big",0.952380952380952,"Carex Bigelowii"
"178",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,2,"Car big",0.938967136150235,"Carex Bigelowii"
"179",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,3,"Car big",2.23880597014925,"Carex Bigelowii"
"180",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,4,"Car big",1.01522842639594,"Carex Bigelowii"
"181",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,5,"Car big",1.01522842639594,"Carex Bigelowii"
"182",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,6,"Car big",3,"Carex Bigelowii"
"183",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,7,"Car big",1.21951219512195,"Carex Bigelowii"
"184",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,8,"Car big",2.3121387283237,"Carex Bigelowii"
"185",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,1,"Cas tet",18.0952380952381,"Cassiope tetragona"
"186",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,2,"Cas tet",6.57276995305164,"Cassiope tetragona"
"187",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,3,"Cas tet",11.1940298507463,"Cassiope tetragona"
"188",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,4,"Cas tet",6.09137055837564,"Cassiope tetragona"
"189",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,5,"Cas tet",2.03045685279188,"Cassiope tetragona"
"190",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,6,"Cas tet",0,"Cassiope tetragona"
"191",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,7,"Cas tet",2.4390243902439,"Cassiope tetragona"
"192",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,8,"Cas tet",0,"Cassiope tetragona"
"193",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,1,"Emp nig",0.476190476190476,"Empetrum nigrum"
"194",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,2,"Emp nig",1.87793427230047,"Empetrum nigrum"
"195",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,3,"Emp nig",9.70149253731343,"Empetrum nigrum"
"196",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,4,"Emp nig",4.06091370558376,"Empetrum nigrum"
"197",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,5,"Emp nig",0,"Empetrum nigrum"
"198",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,6,"Emp nig",1,"Empetrum nigrum"
"199",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,7,"Emp nig",1.21951219512195,"Empetrum nigrum"
"200",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,8,"Emp nig",0,"Empetrum nigrum"
"201",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,1,"Eri vag",4.76190476190476,"Eriophorum vaginatum"
"202",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,2,"Eri vag",8.45070422535211,"Eriophorum vaginatum"
"203",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,3,"Eri vag",1.49253731343284,"Eriophorum vaginatum"
"204",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,4,"Eri vag",14.2131979695431,"Eriophorum vaginatum"
"205",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,5,"Eri vag",10.1522842639594,"Eriophorum vaginatum"
"206",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,6,"Eri vag",11,"Eriophorum vaginatum"
"207",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,7,"Eri vag",15.8536585365854,"Eriophorum vaginatum"
"208",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,8,"Eri vag",19.6531791907514,"Eriophorum vaginatum"
"209",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,1,"Fr boil",0,"Soil Frost boil"
"210",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,2,"Fr boil",0,"Soil Frost boil"
"211",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,3,"Fr boil",0,"Soil Frost boil"
"212",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,4,"Fr boil",0,"Soil Frost boil"
"213",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,5,"Fr boil",0,"Soil Frost boil"
"214",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,6,"Fr boil",0,"Soil Frost boil"
"215",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,7,"Fr boil",0,"Soil Frost boil"
"216",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,8,"Fr boil",0,"Soil Frost boil"
"217",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,1,"Led pal",15.2380952380952,"Ledum palustre"
"218",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,2,"Led pal",10.3286384976526,"Ledum palustre"
"219",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,3,"Led pal",17.1641791044776,"Ledum palustre"
"220",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,4,"Led pal",14.2131979695431,"Ledum palustre"
"221",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,5,"Led pal",8.12182741116751,"Ledum palustre"
"222",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,6,"Led pal",2,"Ledum palustre"
"223",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,7,"Led pal",0,"Ledum palustre"
"224",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,8,"Led pal",15.028901734104,"Ledum palustre"
"225",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,1,"lichen",1.9047619047619,"Mixed Lichens"
"226",2018,"LTER Moist Acidic Tussock 1989","Control 2","CT2",2,2,"lichen",0.938967136150235,"Mixed Lichens"
